Date,time,lab_temperature,reactor_temperature,current,voltage,power
10/10/2020,10:10:25,17.01,18.55,5.4,26.79,144.68
10/10/2020,10:10:35,17.03,18.65,5.45,26.78,146
10/10/2020,10:10:46,17.03,18.71,5.25,26.79,140.62
10/10/2020,10:10:56,17.01,18.69,5.25,26.78,140.59
10/10/2020,10:11:06,17.01,18.69,5.45,26.76,145.89
10/10/2020,10:11:17,17.03,18.71,5.45,26.78,145.98
10/10/2020,10:11:27,17.03,18.71,5.45,26.77,145.92
10/10/2020,10:11:38,17.05,18.65,5.35,26.78,143.27
10/10/2020,10:11:48,17.05,18.59,5.35,26.77,143.24
10/10/2020,10:11:58,17.05,18.69,5.5,26.78,147.33
10/10/2020,10:12:09,17.05,18.65,5.5,26.77,147.27
10/10/2020,10:12:19,17.07,18.65,5.35,26.76,143.16
10/10/2020,10:12:29,17.07,18.59,5.4,26.77,144.59
10/10/2020,10:12:40,17.03,18.69,5.45,26.76,145.89
10/10/2020,10:12:50,17.03,18.69,5.45,26.75,145.83
10/10/2020,10:13:00,17.03,18.69,5.45,26.76,145.86
10/10/2020,10:13:11,17.01,18.71,5.5,26.75,147.18
10/10/2020,10:13:21,17.05,18.69,5.55,26.75,148.53
10/10/2020,10:13:31,17.07,18.69,5.6,26.75,149.85
10/10/2020,10:13:42,17.09,18.59,5.5,26.75,147.18
10/10/2020,10:13:52,17.07,18.63,5.55,26.77,148.62
10/10/2020,10:14:02,17.05,18.69,5.35,26.76,143.16
10/10/2020,10:14:13,17.09,18.65,5.25,26.77,140.54
10/10/2020,10:14:23,17.09,18.65,5.35,26.78,143.27
10/10/2020,10:14:33,17.09,18.59,5.45,26.77,145.92
10/10/2020,10:14:44,17.11,18.69,5.45,26.79,146.03
10/10/2020,10:14:54,17.07,18.81,5.45,26.79,146.03
10/10/2020,10:15:04,17.09,18.65,5.25,26.78,140.59
10/10/2020,10:15:15,17.09,18.71,5.4,26.79,144.68
10/10/2020,10:15:25,17.11,18.71,5.35,26.78,143.27
10/10/2020,10:15:36,17.07,18.63,5.5,26.79,147.39
10/10/2020,10:15:46,17.05,18.65,5.45,26.78,146
10/10/2020,10:15:56,17.05,18.65,5.35,26.78,143.27
10/10/2020,10:16:07,16.99,18.69,5.4,26.78,144.62
10/10/2020,10:16:17,16.99,18.75,5.4,26.78,144.65
10/10/2020,10:16:27,16.89,18.65,5.45,26.76,145.89
10/10/2020,10:16:38,16.79,18.63,5.45,26.76,145.89
10/10/2020,10:16:48,16.77,18.85,5.45,26.77,145.95
10/10/2020,10:16:58,16.77,18.85,5.25,26.75,140.43
10/10/2020,10:17:09,16.75,18.81,5.45,26.75,145.83
10/10/2020,10:17:19,16.75,18.75,5.5,26.76,147.21
10/10/2020,10:17:29,16.75,18.87,5.5,26.77,147.27
10/10/2020,10:17:40,16.75,18.81,5.5,26.76,147.21
10/10/2020,10:17:50,16.77,18.81,5.45,26.74,145.77
10/10/2020,10:18:00,16.77,18.71,5.55,26.75,148.53
10/10/2020,10:18:11,16.81,18.87,5.6,26.74,149.82
10/10/2020,10:18:21,16.83,18.75,5.45,26.76,145.89
10/10/2020,10:18:31,16.83,18.69,5.3,26.78,141.95
10/10/2020,10:18:42,16.83,18.91,5.25,26.78,140.57
10/10/2020,10:18:52,16.85,18.75,5.2,26.78,139.21
10/10/2020,10:19:03,16.89,18.71,5.25,26.78,140.57
10/10/2020,10:19:13,16.91,18.75,5.25,26.78,140.59
10/10/2020,10:19:23,16.93,18.63,5.35,26.79,143.33
10/10/2020,10:19:34,16.99,18.75,5.3,26.81,142.06
10/10/2020,10:19:44,17.01,18.71,5.25,26.8,140.65
10/10/2020,10:19:54,17.01,18.71,5.2,26.8,139.32
10/10/2020,10:20:05,17.01,18.69,5.1,26.81,136.67
10/10/2020,10:20:15,16.97,18.69,5.15,26.82,138.05
10/10/2020,10:20:25,16.97,18.79,5.15,26.83,138.14
10/10/2020,10:20:36,16.89,18.75,5,26.83,134.07
10/10/2020,10:20:46,16.91,18.75,5.05,26.83,135.43
10/10/2020,10:20:56,16.93,18.69,5.2,26.84,139.55
10/10/2020,10:21:07,16.91,18.75,5.25,26.85,140.93
10/10/2020,10:21:17,16.93,18.71,4.84,26.84,130.03
10/10/2020,10:21:27,16.91,18.71,5.15,26.83,138.14
10/10/2020,10:21:38,16.97,18.81,5.1,26.84,136.81
10/10/2020,10:21:48,16.93,18.71,5.1,26.84,136.81
10/10/2020,10:21:58,16.91,18.69,5.25,26.83,140.82
10/10/2020,10:22:09,16.97,18.65,5.15,26.81,138.03
10/10/2020,10:22:19,16.99,18.71,5.1,26.82,136.7
10/10/2020,10:22:30,16.97,18.69,5.2,26.81,139.35
10/10/2020,10:22:40,16.99,18.75,5.1,26.8,136.62
10/10/2020,10:22:50,16.99,18.71,5.25,26.8,140.68
10/10/2020,10:23:01,17.01,18.69,5.2,26.8,139.3
10/10/2020,10:23:11,16.99,18.69,5.1,26.79,136.56
10/10/2020,10:23:21,17.03,18.75,5.2,26.79,139.27
10/10/2020,10:23:32,17.03,18.71,5.45,26.79,146.03
10/10/2020,10:23:42,17.07,18.79,5.4,26.78,144.65
10/10/2020,10:23:52,17.07,18.75,5.4,26.79,144.68
10/10/2020,10:24:03,17.09,18.79,5.25,26.76,140.48
10/10/2020,10:24:13,17.11,18.71,5.35,26.76,143.16
10/10/2020,10:24:23,17.11,18.81,5.6,26.75,149.85
10/10/2020,10:24:34,17.13,18.63,5.45,26.74,145.77
10/10/2020,10:24:44,17.13,18.79,5.45,26.73,145.71
10/10/2020,10:24:54,17.11,18.85,5.7,26.73,152.46
10/10/2020,10:25:05,17.09,18.79,5.6,26.7,149.58
10/10/2020,10:25:15,17.11,18.75,5.6,26.69,149.52
10/10/2020,10:25:25,17.11,18.81,5.65,26.7,150.96
10/10/2020,10:25:36,17.11,18.75,5.6,26.68,149.49
10/10/2020,10:25:46,17.11,18.69,5.7,26.68,152.16
10/10/2020,10:25:56,17.13,18.75,5.7,26.69,152.22
10/10/2020,10:26:07,17.15,18.71,5.5,26.68,146.77
10/10/2020,10:26:17,17.15,18.79,5.75,26.68,153.5
10/10/2020,10:26:28,17.19,18.75,5.55,26.68,148.15
10/10/2020,10:26:38,17.21,18.69,5.75,26.69,153.57
10/10/2020,10:26:48,17.21,18.75,5.7,26.7,152.28
10/10/2020,10:26:59,17.19,18.71,5.5,26.7,146.89
10/10/2020,10:27:09,17.19,18.81,5.65,26.73,151.08
10/10/2020,10:27:19,17.21,18.71,5.7,26.73,152.46
10/10/2020,10:27:30,17.25,18.69,5.45,26.74,145.74
10/10/2020,10:27:40,17.19,18.75,5.45,26.76,145.86
10/10/2020,10:27:50,17.25,18.81,5.55,26.75,148.5
10/10/2020,10:28:01,17.23,18.75,5.45,26.76,145.86
10/10/2020,10:28:11,17.15,18.71,5.5,26.76,147.24
10/10/2020,10:28:21,17.09,18.71,5.2,26.75,139.07
10/10/2020,10:28:32,17.03,18.85,5.5,26.75,147.18
10/10/2020,10:28:42,16.97,18.81,5.6,26.74,149.82
10/10/2020,10:28:52,16.89,18.69,5.45,26.75,145.8
10/10/2020,10:29:03,16.83,18.97,5.55,26.74,148.47
10/10/2020,10:29:13,16.83,18.91,5.65,26.73,151.08
10/10/2020,10:29:23,16.83,18.91,5.6,26.72,149.67
10/10/2020,10:29:34,16.81,18.87,5.7,26.7,152.31
10/10/2020,10:29:44,16.81,18.87,5.8,26.68,154.88
10/10/2020,10:29:55,16.81,18.87,5.7,26.7,152.28
10/10/2020,10:30:05,16.83,18.95,5.65,26.69,150.87
10/10/2020,10:30:15,16.89,18.95,5.65,26.67,150.75
10/10/2020,10:30:26,16.91,18.85,5.6,26.66,149.37
10/10/2020,10:30:36,16.89,18.91,5.91,26.66,157.45
10/10/2020,10:30:46,16.97,18.81,5.75,26.64,153.26
10/10/2020,10:30:57,16.97,19.01,5.8,26.64,154.63
10/10/2020,10:31:07,17.03,18.79,5.65,26.66,150.72
10/10/2020,10:31:17,17.07,18.75,5.65,26.66,150.69
10/10/2020,10:31:28,17.07,18.79,5.86,26.65,156.04
10/10/2020,10:31:38,17.11,18.81,5.65,26.67,150.75
10/10/2020,10:31:48,17.09,18.81,5.65,26.65,150.66
10/10/2020,10:31:59,17.13,18.81,5.91,26.65,157.36
10/10/2020,10:32:09,17.15,18.81,5.65,26.66,150.69
10/10/2020,10:32:19,17.19,18.79,5.65,26.64,150.6
10/10/2020,10:32:30,17.19,18.85,5.8,26.65,154.67
10/10/2020,10:32:40,17.21,18.75,5.6,26.65,149.31
10/10/2020,10:32:50,17.23,18.87,5.75,26.63,153.23
10/10/2020,10:33:01,17.21,18.85,5.75,26.63,153.23
10/10/2020,10:33:11,17.21,18.85,5.8,26.64,154.6
10/10/2020,10:33:22,17.19,18.87,5.6,26.63,149.19
10/10/2020,10:35:59,16.93,19.03,6.11,26.79,163.62
10/10/2020,10:36:13,17.01,19.03,5.45,26.57,144.84
10/10/2020,10:36:24,17.03,18.85,5.5,26.56,146.12
10/10/2020,10:36:35,17.07,18.95,5.91,26.58,156.95
10/10/2020,10:37:04,17.13,18.87,6.21,26.58,165
10/10/2020,10:37:14,17.13,18.95,6.21,26.57,164.97
10/10/2020,10:37:33,17.15,18.85,5.75,26.57,152.89
10/10/2020,10:38:01,17.21,18.87,6.16,26.58,163.66
10/10/2020,10:38:22,17.19,18.87,6.06,26.53,160.71
10/10/2020,10:38:33,17.21,18.87,6.31,26.53,167.41
10/10/2020,10:38:47,17.21,18.87,6.26,26.54,166.11
10/10/2020,10:39:07,17.21,18.91,6.21,26.51,164.6
10/10/2020,10:39:36,17.19,18.87,6.26,26.52,165.97
10/10/2020,10:39:46,17.11,18.85,6.26,26.52,166.01
10/10/2020,10:40:00,17.09,18.91,6.26,26.53,166.04
10/10/2020,10:40:15,17.05,18.91,6.11,26.53,162.05
10/10/2020,10:40:35,17.05,19.03,6.16,26.52,163.33
10/10/2020,10:41:04,16.99,19.01,6.36,26.52,168.68
10/10/2020,10:41:23,16.97,19.07,6.16,26.53,163.36
10/10/2020,10:41:41,16.97,19.09,6.26,26.52,165.97
10/10/2020,10:41:56,16.93,19.03,6.21,26.53,164.73
10/10/2020,10:42:12,16.91,19.03,6.26,26.54,166.11
10/10/2020,10:42:31,16.97,19.03,6.21,26.52,164.67
10/10/2020,10:42:52,16.99,19.01,6.21,26.52,164.67
10/10/2020,10:43:10,17.03,19.09,6.31,26.51,167.28
10/10/2020,10:43:27,17.05,19.03,6.11,26.55,162.18
10/10/2020,10:43:40,17.11,18.97,5.65,26.5,149.78
10/10/2020,10:43:52,17.15,18.97,6.16,26.52,163.29
10/10/2020,10:44:09,17.19,18.97,5.86,26.49,155.07
10/10/2020,10:44:28,17.15,18.97,6.26,26.52,165.97
10/10/2020,10:44:49,17.15,19.01,6.26,26.5,165.84
10/10/2020,10:45:00,17.19,18.91,6.31,26.52,167.35
10/10/2020,10:45:19,17.19,18.95,6.21,26.5,164.53
10/10/2020,10:45:31,17.23,18.95,6.11,26.52,161.99
10/10/2020,10:45:43,17.23,18.95,5.8,26.49,153.77
10/10/2020,10:45:55,17.23,18.91,5.65,26.5,149.81
10/10/2020,10:46:06,17.23,18.97,5.55,26.5,147.14
10/10/2020,10:46:18,17.23,18.97,6.11,26.53,162.05
10/10/2020,10:46:33,17.21,18.91,6.21,26.53,164.73
10/10/2020,10:46:54,17.21,18.97,6.36,26.51,168.62
10/10/2020,10:47:10,17.19,19.03,6.26,26.51,165.94
10/10/2020,10:47:24,17.13,19.03,5.55,26.46,146.93
10/10/2020,10:47:39,17.13,19.01,6.46,26.5,171.19
10/10/2020,10:47:57,17.13,19.07,6.31,26.46,166.97
10/10/2020,10:48:13,17.11,19.13,6.51,26.45,172.22
10/10/2020,10:48:26,17.09,19.07,6.56,26.42,173.38
10/10/2020,10:48:47,17.07,19.09,6.61,26.41,174.64
10/10/2020,10:48:57,17.09,19.03,6.51,26.41,171.97
10/10/2020,10:49:08,17.09,19.17,6.71,26.39,177.16
10/10/2020,10:49:18,17.11,19.13,6.51,26.38,171.8
10/10/2020,10:49:32,17.11,19.09,6.46,26.36,170.33
10/10/2020,10:49:43,17.13,19.01,6.71,26.37,177.05
10/10/2020,10:49:56,17.15,19.09,6.21,26.36,163.67
10/10/2020,10:50:07,17.19,19.07,6.76,26.36,178.31
10/10/2020,10:50:35,17.23,19.03,6.66,26.36,175.65
10/10/2020,10:50:59,17.19,19.07,6.61,26.36,174.32
10/10/2020,10:51:09,17.19,19.13,7.12,26.34,187.44
10/10/2020,10:51:20,17.19,19.19,6.76,26.35,178.24
10/10/2020,10:51:37,17.11,19.09,7.07,26.35,186.19
10/10/2020,10:51:51,17.13,19.19,6.56,26.3,172.57
10/10/2020,10:52:11,17.11,19.19,6.92,26.31,181.94
10/10/2020,10:52:22,17.09,19.19,7.17,26.3,188.54
10/10/2020,10:52:37,17.09,19.17,7.22,26.28,189.68
10/10/2020,10:52:47,17.13,19.23,7.02,26.27,184.3
10/10/2020,10:53:01,17.11,19.19,6.76,26.21,177.3
10/10/2020,10:53:29,17.15,19.19,7.47,26.21,195.83
10/10/2020,10:53:39,17.13,19.19,7.47,26.2,195.71
10/10/2020,10:53:50,17.11,19.13,7.52,26.19,196.96
10/10/2020,10:54:00,17.19,19.23,7.37,26.2,193.07
10/10/2020,10:54:10,17.19,19.13,7.37,26.15,192.71
10/10/2020,10:54:21,17.21,19.07,7.57,26.15,197.99
10/10/2020,10:54:31,17.25,19.13,7.62,26.16,199.44
10/10/2020,10:54:41,17.29,19.17,7.67,26.15,200.68
10/10/2020,10:54:52,17.31,19.17,9.84,26.2,257.89
10/10/2020,10:55:02,17.27,19.19,7.72,26.14,201.91
10/10/2020,10:55:17,17.25,19.29,7.57,26.14,197.91
10/10/2020,10:55:27,17.29,19.23,7.62,26.12,199.11
10/10/2020,10:55:41,17.27,19.09,7.17,26.09,187.05
10/10/2020,10:55:55,17.31,19.19,7.52,26.11,196.39
10/10/2020,10:56:18,17.33,19.17,7.87,26.11,205.62
10/10/2020,10:56:28,17.33,19.19,7.67,26.09,200.23
10/10/2020,10:56:42,17.37,19.19,7.17,26.06,186.78
10/10/2020,10:56:56,17.35,19.19,7.87,26.09,205.5
10/10/2020,10:57:07,17.35,19.23,7.82,26.09,204.14
10/10/2020,10:57:24,17.37,19.17,7.67,26.09,200.18
10/10/2020,10:57:34,17.37,19.23,7.77,26.08,202.78
10/10/2020,10:57:46,17.41,19.23,7.82,26.08,204.09
10/10/2020,10:58:01,17.37,19.23,8.03,26.08,209.36
10/10/2020,10:58:14,17.35,19.33,7.87,26.08,205.41
10/10/2020,10:58:43,17.31,19.25,7.12,26.08,185.62
10/10/2020,10:58:53,17.29,19.35,7.22,26.1,188.4
10/10/2020,10:59:07,17.27,19.29,7.62,26.14,199.23
10/10/2020,10:59:24,17.27,19.33,7.67,26.14,200.59
10/10/2020,10:59:36,17.27,19.41,7.42,26.15,194.07
10/10/2020,10:59:51,17.33,19.33,7.57,26.18,198.2
10/10/2020,11:00:01,17.33,19.19,7.27,26.17,190.23
10/10/2020,11:00:13,17.41,19.41,7.02,26.15,183.51
10/10/2020,11:00:25,17.47,19.25,7.42,26.2,194.43
10/10/2020,11:00:36,17.47,19.25,7.42,26.22,194.55
10/10/2020,11:01:01,17.53,19.25,7.32,26.26,192.18
10/10/2020,11:01:11,17.55,19.23,7.42,26.26,194.83
10/10/2020,11:01:22,17.53,19.23,7.27,26.28,191.01
10/10/2020,11:01:32,17.53,19.23,7.27,26.28,191.04
10/10/2020,11:01:42,17.57,19.25,7.32,26.28,192.33
10/10/2020,11:01:53,17.53,19.25,7.27,26.26,190.89
10/10/2020,11:02:03,17.53,19.25,7.12,26.25,186.83
10/10/2020,11:02:13,17.55,19.23,7.32,26.24,192.06
10/10/2020,11:02:24,17.55,19.35,7.27,26.25,190.81
10/10/2020,11:02:34,17.51,19.25,7.52,26.21,197.16
10/10/2020,11:02:44,17.55,19.35,7.37,26.21,193.19
10/10/2020,11:02:55,17.53,19.25,7.52,26.2,197.04
10/10/2020,11:03:05,17.49,19.29,7.47,26.18,195.59
10/10/2020,11:03:16,17.51,19.33,7.52,26.15,196.71
10/10/2020,11:03:26,17.47,19.25,7.67,26.14,200.59
10/10/2020,11:03:36,17.45,19.45,7.72,26.14,201.87
10/10/2020,11:03:47,17.41,19.47,7.77,26.14,203.19
10/10/2020,11:03:57,17.35,19.39,7.52,26.12,196.47
10/10/2020,11:04:07,17.29,19.35,7.77,26.1,202.9
10/10/2020,11:04:18,17.29,19.41,7.72,26.09,201.5
10/10/2020,11:04:28,17.29,19.39,7.98,26.09,208.13
10/10/2020,11:04:38,17.25,19.51,7.72,26.09,201.5
10/10/2020,11:04:49,17.21,19.45,7.87,26.07,205.33
10/10/2020,11:04:59,17.19,19.51,7.93,26.07,206.64
10/10/2020,11:05:09,17.19,19.47,8.03,26.07,209.28
10/10/2020,11:05:20,17.15,19.47,7.87,26.06,205.24
10/10/2020,11:05:30,17.19,19.57,7.87,26.09,205.45
10/10/2020,11:05:40,17.19,19.51,7.93,26.07,206.64
10/10/2020,11:05:51,17.21,19.47,7.87,26.08,205.37
10/10/2020,11:06:01,17.23,19.55,7.98,26.07,207.96
10/10/2020,11:06:11,17.25,19.57,7.93,26.08,206.73
10/10/2020,11:06:22,17.27,19.47,7.93,26.08,206.73
10/10/2020,11:06:32,17.25,19.45,7.82,26.09,204.14
10/10/2020,11:06:42,17.27,19.45,7.87,26.08,205.41
10/10/2020,11:06:53,17.27,19.51,7.87,26.07,205.29
10/10/2020,11:07:03,17.27,19.47,7.93,26.08,206.73
10/10/2020,11:07:14,17.27,19.55,7.87,26.07,205.33
10/10/2020,11:07:24,17.27,19.61,7.93,26.05,206.48
10/10/2020,11:07:34,17.29,19.57,7.93,26.07,206.64
10/10/2020,11:07:45,17.31,19.51,7.93,26.07,206.6
10/10/2020,11:07:55,17.29,19.47,7.93,26.05,206.48
10/10/2020,11:08:05,17.27,19.57,7.82,26.05,203.84
10/10/2020,11:08:16,17.31,19.57,7.98,26.05,207.79
10/10/2020,11:08:26,17.31,19.61,7.98,26.06,207.83
10/10/2020,11:08:36,17.27,19.55,7.93,26.05,206.48
10/10/2020,11:08:47,17.31,19.57,8.08,26.06,210.51
10/10/2020,11:08:57,17.31,19.63,7.98,26.05,207.79
10/10/2020,11:09:07,17.29,19.61,8.03,26.06,209.19
10/10/2020,11:09:18,17.29,19.51,7.87,26.08,205.37
10/10/2020,11:09:28,17.31,19.61,7.93,26.07,206.64
10/10/2020,11:09:38,17.33,19.61,8.03,26.06,209.19
10/10/2020,11:09:49,17.35,19.51,7.87,26.07,205.33
10/10/2020,11:09:59,17.35,19.55,7.98,26.08,208.05
10/10/2020,11:10:09,17.33,19.61,7.93,26.08,206.69
10/10/2020,11:10:20,17.35,19.57,7.93,26.08,206.69
10/10/2020,11:10:30,17.33,19.61,7.93,26.08,206.69
10/10/2020,11:10:41,17.31,19.57,7.93,26.05,206.48
10/10/2020,11:10:51,17.35,19.63,8.03,26.08,209.32
10/10/2020,11:11:01,17.31,19.61,7.87,26.08,205.37
10/10/2020,11:11:12,17.31,19.63,7.87,26.07,205.33
10/10/2020,11:11:22,17.31,19.61,7.87,26.07,205.29
10/10/2020,11:11:32,17.29,19.61,7.87,26.06,205.2
10/10/2020,11:11:43,17.29,19.57,8.03,26.05,209.06
10/10/2020,11:11:53,17.29,19.61,7.87,26.04,205.08
10/10/2020,11:12:03,17.29,19.57,7.87,26.05,205.16
10/10/2020,11:12:14,17.29,19.63,8.08,26.04,210.34
10/10/2020,11:12:24,17.31,19.61,8.08,26.06,210.47
10/10/2020,11:12:34,17.31,19.71,8.08,26.04,210.29
10/10/2020,11:12:45,17.31,19.71,7.98,26.04,207.66
10/10/2020,11:12:55,17.35,19.63,8.08,26.05,210.38
10/10/2020,11:13:05,17.41,19.73,8.03,26.03,208.93
10/10/2020,11:13:16,17.47,19.71,8.13,26.03,211.56
10/10/2020,11:13:26,17.45,19.63,7.93,26.05,206.43
10/10/2020,11:13:36,17.51,19.67,8.13,26.06,211.82
10/10/2020,11:13:47,17.53,19.61,7.98,26.06,207.83
10/10/2020,11:13:57,17.55,19.67,8.08,26.05,210.42
10/10/2020,11:14:08,17.55,19.67,7.93,26.04,206.35
10/10/2020,11:14:18,17.59,19.63,7.93,26.07,206.64
10/10/2020,11:14:28,17.57,19.61,7.87,26.07,205.29
10/10/2020,11:14:39,17.65,19.67,7.93,26.08,206.69
10/10/2020,11:14:49,17.65,19.63,7.77,26.06,202.61
10/10/2020,11:14:59,17.65,19.63,7.98,26.06,207.88
10/10/2020,11:15:10,17.63,19.67,8.03,26.05,209.11
10/10/2020,11:15:20,17.67,19.71,7.93,26.07,206.64
10/10/2020,11:15:30,17.65,19.71,7.98,26.07,207.92
10/10/2020,11:15:41,17.63,19.63,8.08,26.08,210.64
10/10/2020,11:15:51,17.63,19.55,7.87,26.06,205.24
10/10/2020,11:16:01,17.63,19.61,7.93,26.05,206.48
10/10/2020,11:16:12,17.57,19.67,7.93,26.05,206.43
10/10/2020,11:16:22,17.55,19.67,8.03,26.05,209.06
10/10/2020,11:16:32,17.53,19.73,8.13,26.04,211.65
10/10/2020,11:16:43,17.51,19.67,8.03,26.04,208.98
10/10/2020,11:16:53,17.53,19.77,8.08,26.04,210.29
10/10/2020,11:17:03,17.51,19.73,8.08,26.02,210.16
10/10/2020,11:17:14,17.53,19.63,8.13,26.02,211.48
10/10/2020,11:17:24,17.55,19.73,8.08,26.04,210.34
10/10/2020,11:17:34,17.55,19.73,8.03,26.01,208.81
10/10/2020,11:17:45,17.53,19.79,8.08,26.02,210.16
10/10/2020,11:17:55,17.51,19.77,8.13,26.03,211.52
10/10/2020,11:18:06,17.53,19.77,8.18,26,212.66
10/10/2020,11:18:16,17.53,19.73,8.23,26,213.93
10/10/2020,11:18:26,17.53,19.77,8.23,26,213.93
10/10/2020,11:18:37,17.53,19.73,8.23,26,213.97
10/10/2020,11:18:47,17.55,19.83,8.18,25.99,212.53
10/10/2020,11:18:57,17.57,19.79,8.28,26,215.24
10/10/2020,11:19:08,17.59,19.77,8.08,25.99,209.9
10/10/2020,11:19:18,17.63,19.71,8.28,25.97,215.02
10/10/2020,11:19:28,17.65,19.77,8.28,25.97,215.02
10/10/2020,11:19:39,17.69,19.77,8.33,25.97,216.33
10/10/2020,11:19:49,17.65,19.73,8.28,25.96,214.93
10/10/2020,11:19:59,17.65,19.83,8.03,25.94,208.25
10/10/2020,11:20:10,17.69,19.87,8.43,25.95,218.77
10/10/2020,11:20:20,17.67,19.79,8.28,25.94,214.8
10/10/2020,11:20:30,17.69,19.73,8.33,25.93,216.02
10/10/2020,11:20:41,17.69,19.73,8.43,25.94,218.68
10/10/2020,11:20:51,17.69,19.83,8.43,25.93,218.64
10/10/2020,11:21:01,17.77,19.83,8.48,25.94,220.04
10/10/2020,11:21:12,17.77,19.79,8.48,25.94,220.04
10/10/2020,11:21:22,17.79,19.83,8.48,25.94,219.99
10/10/2020,11:21:33,17.81,19.73,8.48,25.94,219.99
10/10/2020,11:21:43,17.83,19.77,8.38,25.94,217.37
10/10/2020,11:21:53,17.81,19.87,8.43,25.93,218.64
10/10/2020,11:22:04,17.83,19.71,8.48,25.93,219.95
10/10/2020,11:22:14,17.87,19.79,8.43,25.94,218.68
10/10/2020,11:22:24,17.79,19.73,8.43,25.94,218.68
10/10/2020,11:22:35,17.79,19.89,8.53,25.94,221.35
10/10/2020,11:22:45,17.71,19.93,8.13,25.95,210.91
10/10/2020,11:22:55,17.71,19.89,8.38,25.96,217.51
10/10/2020,11:23:06,17.69,19.89,8.18,25.96,212.31
10/10/2020,11:23:16,17.71,19.99,8.43,25.96,218.86
10/10/2020,11:23:26,17.65,19.83,8.13,25.98,211.13
10/10/2020,11:23:37,17.67,19.95,8.23,25.99,213.84
10/10/2020,11:23:47,17.69,19.95,8.28,25.99,215.15
10/10/2020,11:23:57,17.65,19.95,8.13,26,211.3
10/10/2020,11:24:08,17.69,19.95,8.33,25.99,216.47
10/10/2020,11:24:18,17.65,19.87,8.28,25.99,215.2
10/10/2020,11:24:28,17.65,19.93,8.18,25.99,212.53
10/10/2020,11:24:39,17.59,19.89,8.33,25.99,216.47
10/10/2020,11:24:49,17.57,19.89,8.13,25.97,211.09
10/10/2020,11:25:00,17.59,19.95,8.28,25.96,214.93
10/10/2020,11:25:10,17.59,19.89,8.23,25.97,213.71
10/10/2020,11:25:20,17.55,19.95,8.28,25.97,214.98
10/10/2020,11:25:31,17.53,20.01,8.48,25.99,220.4
10/10/2020,11:25:41,17.55,19.95,8.38,25.98,217.69
10/10/2020,11:25:51,17.55,19.95,8.38,25.98,217.69
10/10/2020,11:26:02,17.55,19.89,8.33,25.97,216.33
10/10/2020,11:26:12,17.55,19.93,8.18,25.96,212.27
10/10/2020,11:26:22,17.49,19.95,8.33,25.98,216.38
10/10/2020,11:26:33,17.47,20.05,8.08,25.99,209.9
10/10/2020,11:26:43,17.47,20.05,8.28,25.97,214.98
10/10/2020,11:26:53,17.45,19.99,8.38,25.99,217.78
10/10/2020,11:27:04,17.41,19.95,8.38,25.98,217.73
10/10/2020,11:27:14,17.43,20.09,8.48,25.97,220.27
10/10/2020,11:27:24,17.45,20.01,8.18,25.99,212.53
10/10/2020,11:27:35,17.47,20.05,8.43,25.99,219.09
10/10/2020,11:27:45,17.47,20.05,8.28,25.98,215.11
10/10/2020,11:27:55,17.49,20.11,8.33,25.97,216.29
10/10/2020,11:28:06,17.51,20.01,8.48,25.97,220.27
10/10/2020,11:28:16,17.49,20.11,8.48,25.97,220.27
10/10/2020,11:28:26,17.51,20.05,8.33,25.96,216.2
10/10/2020,11:28:37,17.53,20.09,8.43,25.94,218.73
10/10/2020,11:28:47,17.53,20.09,8.48,25.94,220.04
10/10/2020,11:28:58,17.51,20.05,8.63,25.93,223.88
10/10/2020,11:29:08,17.47,19.99,8.58,25.93,222.57
10/10/2020,11:29:18,17.43,20.09,8.58,25.93,222.57
10/10/2020,11:29:29,17.41,20.05,8.58,25.93,222.52
10/10/2020,11:29:39,17.37,20.17,8.48,25.92,219.86
10/10/2020,11:29:49,17.41,20.17,8.78,25.92,227.67
10/10/2020,11:30:00,17.43,20.17,8.68,25.92,225.09
10/10/2020,11:30:10,17.45,20.21,8.73,25.93,226.45
10/10/2020,11:30:20,17.51,20.15,8.68,25.91,224.96
10/10/2020,11:30:31,17.53,20.17,8.63,25.92,223.74
10/10/2020,11:30:41,17.53,20.15,8.73,25.92,226.36
10/10/2020,11:30:51,17.57,20.15,8.53,25.93,221.21
10/10/2020,11:31:02,17.63,20.11,8.83,25.93,229.07
10/10/2020,11:31:12,17.69,20.11,8.63,25.93,223.83
10/10/2020,11:31:22,17.67,20.21,8.73,25.92,226.4
10/10/2020,11:31:33,17.69,20.05,8.63,25.93,223.88
10/10/2020,11:31:43,17.69,20.11,8.68,25.93,225.19
10/10/2020,11:31:54,17.67,20.15,8.08,25.91,209.3
10/10/2020,11:32:09,17.69,20.05,8.18,25.91,211.92
10/10/2020,11:32:37,17.77,20.17,8.68,25.93,225.19
10/10/2020,11:32:47,17.79,20.11,8.73,25.94,226.54
10/10/2020,11:32:58,17.83,20.09,8.63,25.93,223.88
10/10/2020,11:33:08,17.83,20.09,8.68,25.93,225.19
10/10/2020,11:33:19,17.83,20.11,8.68,25.93,225.19
10/10/2020,11:33:29,17.87,20.15,8.68,25.93,225.19
10/10/2020,11:33:39,17.83,20.11,8.68,25.93,225.19
10/10/2020,11:33:50,17.79,20.09,8.48,25.93,219.9
10/10/2020,11:34:00,17.77,20.05,8.73,25.96,226.68
10/10/2020,11:34:10,17.73,20.21,8.78,25.93,227.81
